Iter 10, task chunking, loss 3.400405168533325
Iter 18240, task chunking, loss 0.3323931097984314
Iter 18250, task chunking, loss 0.3605559170246124
Iter 18260, task chunking, loss 0.3527468740940094
Iter 18270, task chunking, loss 0.3496713638305664
Iter 18280, task chunking, loss 0.34939295053482056
Iter 18290, task chunking, loss 0.3768998384475708
Iter 18300, task chunking, loss 0.3710816204547882
Iter 18310, task chunking, loss 0.3721035420894623
Iter 18320, task chunking, loss 0.35970360040664673
Iter 18330, task chunking, loss 0.35540297627449036
Iter 18340, task chunking, loss 0.3801024854183197
Iter 18350, task chunking, loss 0.34979933500289917
Iter 18360, task chunking, loss 0.3704267144203186
Iter 18370, task chunking, loss 0.37084099650382996
Iter 18380, task chunking, loss 0.3726986348628998
Iter 18390, task chunking, loss 0.3681654632091522
Iter 18400, task chunking, loss 0.3643624782562256
Iter 18410, task chunking, loss 0.34687307476997375
Iter 18420, task chunking, loss 0.3669685125350952
Iter 18430, task chunking, loss 0.3634794354438782
Iter 18440, task chunking, loss 0.3606588542461395
Iter 18450, task chunking, loss 0.35495367646217346
Iter 18460, task chunking, loss 0.36099255084991455
Iter 18470, task chunking, loss 0.38268786668777466
Iter 18480, task chunking, loss 0.36286669969558716
Iter 18490, task chunking, loss 0.35790762305259705
Iter 18500, task chunking, loss 0.3407074511051178
Iter 18510, task chunking, loss 0.378886342048645
Iter 18520, task chunking, loss 0.3296359181404114
Iter 18530, task chunking, loss 0.3638012707233429
Iter 18540, task chunking, loss 0.35204780101776123
Iter 18550, task chunking, loss 0.36109742522239685
Iter 18560, task chunking, loss 0.34285610914230347
Iter 18570, task chunking, loss 0.35310572385787964
Iter 18580, task chunking, loss 0.36419159173965454
Iter 18590, task chunking, loss 0.342117577791214
Iter 18600, task chunking, loss 0.37365397810935974
Iter 18610, task chunking, loss 0.34971123933792114
Iter 18620, task chunking, loss 0.3610088527202606
Iter 18630, task chunking, loss 0.34016698598861694
Iter 18640, task chunking, loss 0.3597668707370758
Iter 18650, task chunking, loss 0.3505977690219879
Iter 18660, task chunking, loss 0.3516651391983032
Iter 18670, task chunking, loss 0.3329944312572479
Iter 18680, task chunking, loss 0.37104710936546326
Iter 18690, task chunking, loss 0.3503612279891968
Iter 18700, task chunking, loss 0.3435598313808441
Iter 18710, task chunking, loss 0.3264158368110657
Iter 18720, task chunking, loss 0.3600631356239319
Iter 18730, task chunking, loss 0.34181976318359375
Iter 18740, task chunking, loss 0.35181328654289246
Iter 18750, task chunking, loss 0.3564351201057434
Iter 18760, task chunking, loss 0.33891579508781433
Iter 18770, task chunking, loss 0.3706728219985962
Iter 18780, task chunking, loss 0.36519569158554077
Iter 18790, task chunking, loss 0.34779587388038635
Iter 18800, task chunking, loss 0.36399492621421814
Iter 18810, task chunking, loss 0.33373650908470154
Iter 18820, task chunking, loss 0.36902156472206116
Iter 18830, task chunking, loss 0.3548322916030884
Iter 18840, task chunking, loss 0.3551609516143799
Iter 18850, task chunking, loss 0.3532067537307739
Iter 18860, task chunking, loss 0.3387126624584198
Iter 18870, task chunking, loss 0.33630871772766113
Iter 18880, task chunking, loss 0.34625500440597534
Iter 18890, task chunking, loss 0.35137343406677246
Iter 18900, task chunking, loss 0.3486992418766022
Iter 18910, task chunking, loss 0.356367826461792
Iter 18920, task chunking, loss 0.36403888463974
Iter 18930, task chunking, loss 0.33036571741104126
Iter 18940, task chunking, loss 0.31754499673843384
Iter 18950, task chunking, loss 0.343204140663147
Iter 18960, task chunking, loss 0.33200836181640625
Iter 18970, task chunking, loss 0.3422582745552063
Iter 18980, task chunking, loss 0.3473365008831024
Iter 18990, task chunking, loss 0.31873053312301636
Iter 19000, task chunking, loss 0.3208276927471161
Iter 19010, task chunking, loss 0.3621237874031067
Iter 19020, task chunking, loss 0.3255072236061096
Iter 19030, task chunking, loss 0.3344583809375763
Iter 19040, task chunking, loss 0.3222757875919342
Iter 19050, task chunking, loss 0.3416088819503784
Iter 19060, task chunking, loss 0.33933934569358826
Iter 19070, task chunking, loss 0.34738269448280334
Iter 19080, task chunking, loss 0.36081579327583313
Iter 19090, task chunking, loss 0.3425559401512146
Iter 19100, task chunking, loss 0.34016329050064087
Iter 19110, task chunking, loss 0.34414803981781006
Iter 19120, task chunking, loss 0.3554915487766266
Iter 19130, task chunking, loss 0.3548525273799896
Iter 19140, task chunking, loss 0.35506144165992737
Iter 19150, task chunking, loss 0.34199005365371704
Iter 19160, task chunking, loss 0.3480651378631592
Iter 19170, task chunking, loss 0.3558116853237152
Iter 19180, task chunking, loss 0.3444683253765106
Iter 19190, task chunking, loss 0.3377772569656372
Iter 19200, task chunking, loss 0.33839234709739685
Iter 19210, task chunking, loss 0.33499985933303833
Iter 19220, task chunking, loss 0.35635024309158325
Iter 19230, task chunking, loss 0.35777154564857483
Iter 19240, task chunking, loss 0.343438982963562
Iter 19250, task chunking, loss 0.3204956650733948
Iter 19260, task chunking, loss 0.33376845717430115
Iter 19270, task chunking, loss 0.33541449904441833
Iter 19280, task chunking, loss 0.32565855979919434
Iter 19290, task chunking, loss 0.3363614082336426
Iter 19300, task chunking, loss 0.329965204000473
Iter 19310, task chunking, loss 0.3366110324859619
Iter 19320, task chunking, loss 0.3206328749656677
Iter 19330, task chunking, loss 0.3333589732646942
Iter 19340, task chunking, loss 0.34681352972984314
Iter 19350, task chunking, loss 0.31938546895980835
Iter 19360, task chunking, loss 0.3254203200340271
Iter 19370, task chunking, loss 0.3208264708518982
Iter 19380, task chunking, loss 0.33519643545150757
Iter 19390, task chunking, loss 0.357852041721344
Iter 19400, task chunking, loss 0.31855371594429016
Iter 19410, task chunking, loss 0.34889811277389526
Iter 19420, task chunking, loss 0.32121357321739197
Iter 19430, task chunking, loss 0.3324853479862213
Iter 19440, task chunking, loss 0.35000962018966675
Iter 19450, task chunking, loss 0.3313276171684265
Iter 19460, task chunking, loss 0.31851404905319214
Iter 19470, task chunking, loss 0.32867029309272766
Iter 19480, task chunking, loss 0.3446264863014221
Iter 19490, task chunking, loss 0.3488923907279968
Iter 19500, task chunking, loss 0.32412829995155334
Iter 19510, task chunking, loss 0.3359200954437256
Iter 19520, task chunking, loss 0.3293655812740326
Iter 19530, task chunking, loss 0.3342979848384857
Iter 19540, task chunking, loss 0.3264979124069214
Iter 19550, task chunking, loss 0.3338622450828552
Iter 19560, task chunking, loss 0.33122527599334717
Iter 19570, task chunking, loss 0.3431878685951233
Iter 19580, task chunking, loss 0.326834499835968
Iter 19590, task chunking, loss 0.32582899928092957
Iter 19600, task chunking, loss 0.3332624137401581
Iter 19610, task chunking, loss 0.3101639151573181
Iter 19620, task chunking, loss 0.3506717085838318
Iter 19630, task chunking, loss 0.3412274718284607
Iter 19640, task chunking, loss 0.3269396424293518
Iter 19650, task chunking, loss 0.3347998261451721
Iter 19660, task chunking, loss 0.3363078236579895
Iter 19670, task chunking, loss 0.3264511823654175
Iter 19680, task chunking, loss 0.3372438848018646
Iter 19690, task chunking, loss 0.31354576349258423
Iter 19700, task chunking, loss 0.325498104095459
Iter 19710, task chunking, loss 0.3194064497947693
Iter 19720, task chunking, loss 0.3289727568626404
Iter 19730, task chunking, loss 0.3280971050262451
Iter 19740, task chunking, loss 0.3324657380580902
Iter 19750, task chunking, loss 0.3161487579345703
Iter 19760, task chunking, loss 0.33122026920318604
Iter 19770, task chunking, loss 0.3488750457763672
Iter 19780, task chunking, loss 0.33451876044273376
Iter 19790, task chunking, loss 0.3318479061126709
Iter 19800, task chunking, loss 0.32317379117012024
Iter 19810, task chunking, loss 0.3382367193698883
Iter 19820, task chunking, loss 0.3287779986858368
Iter 19830, task chunking, loss 0.32494285702705383
Iter 19840, task chunking, loss 0.31706473231315613
Iter 19850, task chunking, loss 0.3252173364162445
Iter 19860, task chunking, loss 0.3035303056240082
Iter 19870, task chunking, loss 0.33410054445266724
Iter 19880, task chunking, loss 0.3342035710811615
Iter 19890, task chunking, loss 0.33089232444763184
Iter 19900, task chunking, loss 0.31867510080337524
Iter 19910, task chunking, loss 0.3582109212875366
Iter 19920, task chunking, loss 0.3117176592350006
Iter 19930, task chunking, loss 0.335784375667572
Iter 19940, task chunking, loss 0.30336564779281616
Iter 19950, task chunking, loss 0.3127872049808502
Iter 19960, task chunking, loss 0.3351045250892639
Iter 19970, task chunking, loss 0.32836252450942993
Iter 19980, task chunking, loss 0.31791257858276367
Iter 19990, task chunking, loss 0.3264847695827484
Iter 20000, task chunking, loss 0.3201393485069275
Iter 20010, task chunking, loss 0.3085187077522278
Iter 20020, task chunking, loss 0.3280961513519287
Iter 20030, task chunking, loss 0.3256272077560425
Iter 20040, task chunking, loss 0.31214094161987305
Iter 20050, task chunking, loss 0.30780771374702454
Iter 20060, task chunking, loss 0.317682147026062
Iter 20070, task chunking, loss 0.31723862886428833
Iter 20080, task chunking, loss 0.31476595997810364
Iter 20090, task chunking, loss 0.30185189843177795
Iter 20100, task chunking, loss 0.29345351457595825
Iter 20110, task chunking, loss 0.3102126121520996
Iter 20120, task chunking, loss 0.31101542711257935
Iter 20130, task chunking, loss 0.3408389687538147
Iter 20140, task chunking, loss 0.3132855296134949
Iter 20150, task chunking, loss 0.30813491344451904
Iter 20160, task chunking, loss 0.3189769685268402
Iter 20170, task chunking, loss 0.32159602642059326
Iter 20180, task chunking, loss 0.3159487247467041
Iter 20190, task chunking, loss 0.30425453186035156
Iter 20200, task chunking, loss 0.31917375326156616
Iter 20210, task chunking, loss 0.32739177346229553
Iter 20220, task chunking, loss 0.2992517352104187
Iter 20230, task chunking, loss 0.32113224267959595
Iter 20240, task chunking, loss 0.3205999732017517
Iter 20250, task chunking, loss 0.2982448935508728
Iter 20260, task chunking, loss 0.30533918738365173
Iter 20270, task chunking, loss 0.3259665071964264
Iter 20280, task chunking, loss 0.33173123002052307
Iter 20290, task chunking, loss 0.33350205421447754
Iter 20300, task chunking, loss 0.3083285987377167
Iter 20310, task chunking, loss 0.2828241288661957
Iter 20320, task chunking, loss 0.3199569582939148
Iter 20330, task chunking, loss 0.3147376477718353
Iter 20340, task chunking, loss 0.3100263476371765
Iter 20350, task chunking, loss 0.3141346573829651
Iter 20360, task chunking, loss 0.3118444085121155
Iter 20370, task chunking, loss 0.3200918436050415
Iter 20380, task chunking, loss 0.33258911967277527
Iter 20390, task chunking, loss 0.31329256296157837
Iter 20400, task chunking, loss 0.3035920262336731
Iter 20410, task chunking, loss 0.31459957361221313
Iter 20420, task chunking, loss 0.2905811667442322
Iter 20430, task chunking, loss 0.31341877579689026
Iter 20440, task chunking, loss 0.3100131154060364
Iter 20450, task chunking, loss 0.3267402946949005
Iter 20460, task chunking, loss 0.3064183294773102
Iter 20470, task chunking, loss 0.326968789100647
Iter 20480, task chunking, loss 0.33310404419898987
Iter 20490, task chunking, loss 0.31267353892326355
Iter 20500, task chunking, loss 0.2970408797264099
Iter 20510, task chunking, loss 0.3040033280849457
Iter 20520, task chunking, loss 0.31213340163230896
Iter 20530, task chunking, loss 0.3188462257385254
Iter 20540, task chunking, loss 0.3035660982131958
Iter 20550, task chunking, loss 0.3229438066482544
Iter 20560, task chunking, loss 0.2957511246204376
Iter 20570, task chunking, loss 0.3103189468383789
Iter 20580, task chunking, loss 0.30961528420448303
Iter 20590, task chunking, loss 0.29818329215049744
Iter 20600, task chunking, loss 0.31710657477378845
Iter 20610, task chunking, loss 0.30583980679512024
Iter 20620, task chunking, loss 0.30911657214164734
Iter 20630, task chunking, loss 0.31139323115348816
Iter 20640, task chunking, loss 0.32465487718582153
Iter 20650, task chunking, loss 0.2955304682254791
Iter 20660, task chunking, loss 0.2945585548877716
Iter 20670, task chunking, loss 0.3167233467102051
Iter 20680, task chunking, loss 0.3071710467338562
Iter 20690, task chunking, loss 0.3019120395183563
Iter 20700, task chunking, loss 0.312114953994751
Iter 20710, task chunking, loss 0.282278835773468
Iter 20720, task chunking, loss 0.2932693064212799
Iter 20730, task chunking, loss 0.30280521512031555
Iter 20740, task chunking, loss 0.32094690203666687
Iter 20750, task chunking, loss 0.3153442442417145
Iter 20760, task chunking, loss 0.28702956438064575
Iter 20770, task chunking, loss 0.29733696579933167
Iter 20780, task chunking, loss 0.3166467249393463
Iter 20790, task chunking, loss 0.29999133944511414
Iter 20800, task chunking, loss 0.31978467106819153
Iter 20810, task chunking, loss 0.3051341772079468
Iter 20820, task chunking, loss 0.3046662509441376
Iter 20830, task chunking, loss 0.30253881216049194
Iter 20840, task chunking, loss 0.2982812821865082
Iter 20850, task chunking, loss 0.3243866562843323
Iter 20860, task chunking, loss 0.2983883023262024
Iter 20870, task chunking, loss 0.3008536994457245
Iter 20880, task chunking, loss 0.31618329882621765
Iter 20890, task chunking, loss 0.2947292923927307
Iter 20900, task chunking, loss 0.30586546659469604
Iter 20910, task chunking, loss 0.30077579617500305
Iter 20920, task chunking, loss 0.31299537420272827
Iter 20930, task chunking, loss 0.3030800521373749
Iter 20940, task chunking, loss 0.3110096752643585
Iter 20950, task chunking, loss 0.2991259694099426
Iter 20960, task chunking, loss 0.30276238918304443
Iter 20970, task chunking, loss 0.3076024055480957
Iter 20980, task chunking, loss 0.29070067405700684
Iter 20990, task chunking, loss 0.2739473581314087
Iter 21000, task chunking, loss 0.27890199422836304
Iter 21010, task chunking, loss 0.30366653203964233
Iter 21020, task chunking, loss 0.3045445382595062
Iter 21030, task chunking, loss 0.292978972196579
Iter 21040, task chunking, loss 0.2780856788158417
Iter 21050, task chunking, loss 0.31155160069465637
Iter 21060, task chunking, loss 0.28008541464805603
Iter 21070, task chunking, loss 0.27178090810775757
Iter 21080, task chunking, loss 0.3106643557548523
Iter 21090, task chunking, loss 0.29760298132896423
Iter 21100, task chunking, loss 0.2859789729118347
Iter 21110, task chunking, loss 0.29759377241134644
Iter 21120, task chunking, loss 0.3132515549659729
Iter 21130, task chunking, loss 0.31963440775871277
Iter 21140, task chunking, loss 0.3080858290195465
Iter 21150, task chunking, loss 0.29042714834213257
Iter 21160, task chunking, loss 0.279040664434433
Iter 21170, task chunking, loss 0.31350618600845337
